player_id,player_name,season,player_source_team_id,player_source_team_name,candidate_pitching_role,candidate_innings_pitched,candidate_era,candidate_whip,candidate_k_per_nine,candidate_games_pitched,candidate_games_started,candidate_saves,candidate_holds,era_performance_score,whip_performance_score,strikeout_rate_performance_score,pitcher_performance_score,workload_context_score,target_team_id,target_team_name,target_team_abbreviation,target_league_name,target_division_name,target_starting_pitching_need_score,target_starting_pitching_need_level,target_bullpen_need_score,target_bullpen_need_level,target_overall_need_score,target_overall_need_level,target_primary_need,player_on_target_team,role_aligned_need_score,role_aligned_need_level,pitcher_roster_fit_score,fit_tier,fit_explanation,minimum_candidate_innings_pitched,pitcher_performance_weight,role_aligned_team_need_weight,workload_context_weight,era_performance_weight,whip_performance_weight,strikeout_rate_performance_weight
547973,Aroldis Chapman,2025,111,Boston Red Sox,Relief,61.333333333333336,1.1739130434782608,0.7010869565217391,12.472826086956522,67,0,32,4,94.74513276158511,98.58705697982802,83.37989710285497,93.81675910622411,19.963369963369964,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,59.71737612820448,Moderate Need,72.5089358413901,Strong Fit,Role: Relief; ERA: 1.17; WHIP: 0.701; K/9: 12.47; performance score: 93.8; role-aligned team need: 59.7; workload score: 20.0.,25,0.55,0.3,0.15,0.45,0.35,0.2
682842,Abner Uribe,2025,158,Milwaukee Brewers,Relief,75.33333333333333,1.672566371681416,1.0353982300884956,10.752212389380531,75,0,7,37,88.9723155329328,76.18634779906107,67.75218950012733,80.2532016195166,27.655677655677653,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,59.71737612820448,Moderate Need,66.20282537754713,Strong Fit,Role: Relief; ERA: 1.67; WHIP: 1.035; K/9: 10.75; performance score: 80.3; role-aligned team need: 59.7; workload score: 27.7.,25,0.55,0.3,0.15,0.45,0.35,0.2
650911,Cristopher Sánchez,2025,143,Philadelphia Phillies,Starter,202.0,2.495049504950495,1.0643564356435644,9.445544554455443,32,32,0,0,79.45058062519489,74.24598744532494,55.88420141723191,72.9156971706478,97.25274725274726,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,37.970616206134125,Low Need,66.08273039360861,Strong Fit,Role: Starter; ERA: 2.5; WHIP: 1.064; K/9: 9.45; performance score: 72.9; role-aligned team need: 38.0; workload score: 97.3.,25,0.55,0.3,0.15,0.45,0.35,0.2
686613,Hunter Brown,2025,117,Houston Astros,Starter,185.33333333333331,2.4280575539568345,1.0251798561151078,10.003597122302155,31,31,0,0,80.22613403475656,76.87103551908936,60.95278965963986,75.1971806792497,88.09523809523809,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,37.970616206134125,Low Need,65.96391994971329,Strong Fit,Role: Starter; ERA: 2.43; WHIP: 1.025; K/9: 10.0; performance score: 75.2; role-aligned team need: 38.0; workload score: 88.1.,25,0.55,0.3,0.15,0.45,0.35,0.2
666157,Nick Lodolo,2025,113,Cincinnati Reds,Swing,156.66666666666666,3.331914893617021,1.078723404255319,8.961702127659574,29,28,0,0,69.76234501035364,73.2833208793802,51.48963686017156,67.34014493447651,72.34432234432234,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,59.71737612820448,Moderate Need,65.80394090407178,Strong Fit,Role: Swing; ERA: 3.33; WHIP: 1.079; K/9: 8.96; performance score: 67.3; role-aligned team need: 59.7; workload score: 72.3.,25,0.55,0.3,0.15,0.45,0.35,0.2
808967,Yoshinobu Yamamoto,2025,119,Los Angeles Dodgers,Starter,173.66666666666666,2.487523992322457,0.9904030710172744,10.416506717850288,30,30,0,0,79.53770209114423,79.20127296788134,64.70309714276495,76.45303090832635,81.68498168498168,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,37.970616206134125,Low Need,65.69309911416698,Strong Fit,Role: Starter; ERA: 2.49; WHIP: 0.99; K/9: 10.42; performance score: 76.5; role-aligned team need: 38.0; workload score: 81.7.,25,0.55,0.3,0.15,0.45,0.35,0.2
642100,Gabe Speier,2025,136,Seattle Mariners,Relief,62.0,2.6129032258064515,0.8709677419354839,11.903225806451612,76,0,0,24,78.08620992567583,87.20410231948006,78.20642519181362,81.30151531673486,20.32967032967033,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,59.71737612820448,Moderate Need,65.68049681211608,Strong Fit,Role: Relief; ERA: 2.61; WHIP: 0.871; K/9: 11.9; performance score: 81.3; role-aligned team need: 59.7; workload score: 20.3.,25,0.55,0.3,0.15,0.45,0.35,0.2
694335,Matt Svanson,2025,138,St. Louis Cardinals,Relief,60.333333333333336,1.9392265193370164,0.8784530386740331,10.143646408839778,39,0,0,5,85.88524038971012,86.70254592988226,62.224806326172256,81.4392105160628,19.413919413919416,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,59.71737612820448,Moderate Need,65.6188665343838,Strong Fit,Role: Relief; ERA: 1.94; WHIP: 0.878; K/9: 10.14; performance score: 81.4; role-aligned team need: 59.7; workload score: 19.4.,25,0.55,0.3,0.15,0.45,0.35,0.2
664076,Garrett Cleavinger,2025,139,Tampa Bay Rays,Relief,61.333333333333336,2.347826086956521,0.9456521739130436,12.032608695652174,67,0,2,21,81.1549588691328,82.19983123041067,79.38156285581748,81.16598499291699,19.963369963369964,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,59.71737612820448,Moderate Need,65.55101007907119,Strong Fit,Role: Relief; ERA: 2.35; WHIP: 0.946; K/9: 12.03; performance score: 81.2; role-aligned team need: 59.7; workload score: 20.0.,25,0.55,0.3,0.15,0.45,0.35,0.2
693433,Bryan Woo,2025,136,Seattle Mariners,Starter,186.66666666666663,2.941071428571429,0.9267857142857144,9.546428571428573,30,30,0,0,74.28706741991135,83.46398864536572,56.800494203500996,74.0016752055383,88.82783882783882,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,37.970616206134125,Low Need,65.41628204906213,Strong Fit,Role: Starter; ERA: 2.94; WHIP: 0.927; K/9: 9.55; performance score: 74.0; role-aligned team need: 38.0; workload score: 88.8.,25,0.55,0.3,0.15,0.45,0.35,0.2
542888,Shawn Armstrong,2025,140,Texas Rangers,Swing,74.0,2.310810810810811,0.8108108108108109,9.0,71,2,9,12,81.58347786574166,91.23495029225158,51.83748248733699,79.0122941393392,26.923076923076923,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,59.71737612820448,Moderate Need,65.41043615355944,Strong Fit,Role: Swing; ERA: 2.31; WHIP: 0.811; K/9: 9.0; performance score: 79.0; role-aligned team need: 59.7; workload score: 26.9.,25,0.55,0.3,0.15,0.45,0.35,0.2
650556,Bryan Abreu,2025,117,Houston Astros,Relief,71.0,2.2816901408450705,1.1549295774647887,13.309859154929578,70,0,7,25,81.92060246870757,68.17708468928171,90.98236362891218,78.92272347794945,25.274725274725274,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,59.71737612820448,Moderate Need,65.11391954254233,Strong Fit,Role: Relief; ERA: 2.28; WHIP: 1.155; K/9: 13.31; performance score: 78.9; role-aligned team need: 59.7; workload score: 25.3.,25,0.55,0.3,0.15,0.45,0.35,0.2
554430,Zack Wheeler,2025,143,Philadelphia Phillies,Starter,149.66666666666666,2.7060133630289536,0.935412026726058,11.7260579064588,24,24,0,0,77.00829111130213,82.88597787648872,76.5972736771084,78.9832779922787,68.49816849816848,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,37.970616206134125,Low Need,65.1067130323188,Strong Fit,Role: Starter; ERA: 2.71; WHIP: 0.935; K/9: 11.73; performance score: 79.0; role-aligned team need: 38.0; workload score: 68.5.,25,0.55,0.3,0.15,0.45,0.35,0.2
678692,Ronny Henriquez,2025,146,Miami Marlins,Relief,73.0,2.219178082191781,1.095890410958904,12.082191780821915,69,0,7,26,82.64429299433306,72.13303623426937,79.83190796126765,78.40287612169769,26.373626373626376,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,59.71737612820448,Moderate Need,64.99283866143904,Strong Fit,Role: Relief; ERA: 2.22; WHIP: 1.096; K/9: 12.08; performance score: 78.4; role-aligned team need: 59.7; workload score: 26.4.,25,0.55,0.3,0.15,0.45,0.35,0.2
671922,Cade Smith,2025,114,Cleveland Guardians,Relief,73.66666666666667,2.932126696832579,1.004524886877828,12.705882352941176,76,0,16,19,74.39061892266332,78.25503299570931,85.49666229246304,77.96437252218936,26.739926739926744,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,59.71737612820448,Moderate Need,64.8066067366545,Strong Fit,Role: Relief; ERA: 2.93; WHIP: 1.005; K/9: 12.71; performance score: 78.0; role-aligned team need: 59.7; workload score: 26.7.,25,0.55,0.3,0.15,0.45,0.35,0.2
543135,Nathan Eovaldi,2025,140,Texas Rangers,Starter,130.0,1.7307692307692308,0.8538461538461538,8.930769230769231,22,22,0,0,88.29851181260132,88.35134366557658,51.20868462284564,80.89903752319152,57.692307692307686,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,37.970616206134125,Low Need,64.53950165344173,Strong Fit,Role: Starter; ERA: 1.73; WHIP: 0.854; K/9: 8.93; performance score: 80.9; role-aligned team need: 38.0; workload score: 57.7.,25,0.55,0.3,0.15,0.45,0.35,0.2
670970,Adrian Morejon,2025,135,San Diego Padres,Relief,73.66666666666667,2.0769230769230766,0.8959276018099547,8.552036199095022,75,0,3,20,84.2911528443141,85.53165329831634,47.76879042298109,77.42085551894829,26.739926739926744,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,59.71737612820448,Moderate Need,64.50767238487191,Strong Fit,Role: Relief; ERA: 2.08; WHIP: 0.896; K/9: 8.55; performance score: 77.4; role-aligned team need: 59.7; workload score: 26.7.,25,0.55,0.3,0.15,0.45,0.35,0.2
641745,Brad Keller,2025,112,Chicago Cubs,Swing,69.66666666666667,2.066985645933014,0.9617224880382774,9.688995215311005,68,1,3,25,84.40619664244674,81.12303106952393,58.09537511002618,77.99492438543965,24.542124542124544,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,59.71737612820448,Moderate Need,64.49373993177183,Strong Fit,Role: Swing; ERA: 2.07; WHIP: 0.962; K/9: 9.69; performance score: 78.0; role-aligned team need: 59.7; workload score: 24.5.,25,0.55,0.3,0.15,0.45,0.35,0.2
594798,Jacob deGrom,2025,140,Texas Rangers,Starter,172.66666666666666,2.971042471042471,0.9208494208494208,9.642857142857144,30,30,0,0,73.94009821194287,83.86175322404529,57.67631980047112,74.15992178388436,81.13553113553112,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,37.970616206134125,Low Need,64.3494715133063,Strong Fit,Role: Starter; ERA: 2.97; WHIP: 0.921; K/9: 9.64; performance score: 74.2; role-aligned team need: 38.0; workload score: 81.1.,25,0.55,0.3,0.15,0.45,0.35,0.2
601713,Nick Pivetta,2025,135,San Diego Padres,Starter,181.66666666666663,2.8733944954128443,0.9853211009174312,9.412844036697248,31,31,0,0,75.07055074113579,79.54179314555105,55.587194523294684,72.7388143391129,86.08058608058606,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,37.970616206134125,Low Need,64.30962066044025,Strong Fit,Role: Starter; ERA: 2.87; WHIP: 0.985; K/9: 9.41; performance score: 72.7; role-aligned team need: 38.0; workload score: 86.1.,25,0.55,0.3,0.15,0.45,0.35,0.2
676477,Garrett Whitlock,2025,111,Boston Red Sox,Relief,72.0,2.25,1.0833333333333333,11.375,62,0,1,24,82.28747336017048,72.97443006777573,73.40874256086025,77.25216204797027,25.82417582417583,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,59.71737612820448,Moderate Need,64.27752833847137,Strong Fit,Role: Relief; ERA: 2.25; WHIP: 1.083; K/9: 11.38; performance score: 77.3; role-aligned team need: 59.7; workload score: 25.8.,25,0.55,0.3,0.15,0.45,0.35,0.2
642547,Freddy Peralta,2025,158,Milwaukee Brewers,Starter,176.66666666666666,2.7,1.0754716981132075,10.39245283018868,33,33,0,0,77.0779067013971,73.50120322254386,64.48462444106899,73.30740403173284,83.33333333333333,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,37.970616206134125,Low Need,64.2102570792933,Strong Fit,Role: Starter; ERA: 2.7; WHIP: 1.075; K/9: 10.39; performance score: 73.3; role-aligned team need: 38.0; workload score: 83.3.,25,0.55,0.3,0.15,0.45,0.35,0.2
607074,Carlos Rodón,2025,147,New York Yankees,Starter,195.33333333333331,3.0870307167235493,1.0494880546075085,9.353242320819112,33,33,0,0,72.59732377303229,75.24225142417342,55.045853843700776,70.01275446506537,93.58974358974358,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,37.970616206134125,Low Need,63.936661356087725,Strong Fit,Role: Starter; ERA: 3.09; WHIP: 1.049; K/9: 9.35; performance score: 70.0; role-aligned team need: 38.0; workload score: 93.6.,25,0.55,0.3,0.15,0.45,0.35,0.2
686218,Emmet Sheehan,2025,119,Los Angeles Dodgers,Swing,73.33333333333333,2.8227272727272728,0.9681818181818184,10.922727272727274,15,12,0,0,75.65711579445892,80.69022013107039,69.30091408752904,76.14746197088695,26.55677655677656,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,59.71737612820448,Moderate Need,63.779833405965654,Strong Fit,Role: Swing; ERA: 2.82; WHIP: 0.968; K/9: 10.92; performance score: 76.1; role-aligned team need: 59.7; workload score: 26.6.,25,0.55,0.3,0.15,0.45,0.35,0.2
805123,AJ Blubaugh,2025,117,Houston Astros,Swing,32.0,1.6875,0.875,9.84375,11,3,0,0,88.79943168363722,86.93391866913124,59.50095646082551,82.28680708399779,3.8461538461538463,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,59.71737612820448,Moderate Need,63.74987981158321,Strong Fit,Role: Swing; ERA: 1.69; WHIP: 0.875; K/9: 9.84; performance score: 82.3; role-aligned team need: 59.7; workload score: 3.8.,25,0.55,0.3,0.15,0.45,0.35,0.2
595345,Steven Okert,2025,117,Houston Astros,Swing,71.66666666666667,3.013953488372093,0.8930232558139535,10.548837209302324,68,1,1,10,73.44332531155521,85.7262605854791,65.90500680456242,76.23468895603001,25.641025641025646,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,59.71737612820448,Moderate Need,63.6904456104317,Strong Fit,Role: Swing; ERA: 3.01; WHIP: 0.893; K/9: 10.55; performance score: 76.2; role-aligned team need: 59.7; workload score: 25.6.,25,0.55,0.3,0.15,0.45,0.35,0.2
641941,Emilio Pagán,2025,113,Cincinnati Reds,Relief,68.66666666666667,2.883495145631068,0.9174757281553396,10.616504854368932,70,0,32,2,74.95361738422737,84.0878093426413,66.5196073815286,76.46378256913249,23.992673992673996,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,59.71737612820448,Moderate Need,63.56919435038532,Strong Fit,Role: Relief; ERA: 2.88; WHIP: 0.917; K/9: 10.62; performance score: 76.5; role-aligned team need: 59.7; workload score: 24.0.,25,0.55,0.3,0.15,0.45,0.35,0.2
642701,Dennis Santana,2025,134,Pittsburgh Pirates,Relief,70.33333333333333,2.175355450236967,0.8672985781990522,7.677725118483413,70,0,16,13,83.15161948840304,87.44995663638514,39.82774128401849,75.99126184931987,24.908424908424905,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,59.71737612820448,Moderate Need,63.44667059185101,Strong Fit,Role: Relief; ERA: 2.18; WHIP: 0.867; K/9: 7.68; performance score: 76.0; role-aligned team need: 59.7; workload score: 24.9.,25,0.55,0.3,0.15,0.45,0.35,0.2
608331,Max Fried,2025,147,New York Yankees,Starter,195.33333333333331,2.8566552901023887,1.1006825938566551,8.708191126279862,32,32,0,0,75.26433742086849,71.81193340609289,49.187088758166894,68.84054628315671,93.58974358974358,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,37.970616206134125,Low Need,63.29194685603797,Strong Fit,Role: Starter; ERA: 2.86; WHIP: 1.101; K/9: 8.71; performance score: 68.8; role-aligned team need: 38.0; workload score: 93.6.,25,0.55,0.3,0.15,0.45,0.35,0.2
543056,Danny Coulombe,2025,142,Minnesota Twins,Swing,31.0,1.1612903225806452,0.967741935483871,9.0,40,1,2,8,94.89126366365448,80.71969471110846,51.83748248733699,81.32045829499988,3.296703296703297,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,59.71737612820448,Moderate Need,63.13597039521678,Strong Fit,Role: Swing; ERA: 1.16; WHIP: 0.968; K/9: 9.0; performance score: 81.3; role-aligned team need: 59.7; workload score: 3.3.,25,0.55,0.3,0.15,0.45,0.35,0.2
681911,Alex Vesia,2025,119,Los Angeles Dodgers,Relief,59.66666666666666,3.016759776536313,0.988826815642458,12.067039106145252,68,0,5,26,73.41083743321025,79.3068908187817,79.69428173547405,76.73114497861302,19.047619047619044,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,59.71737612820448,Moderate Need,62.97448543384136,Strong Fit,Role: Relief; ERA: 3.02; WHIP: 0.989; K/9: 12.07; performance score: 76.7; role-aligned team need: 59.7; workload score: 19.0.,25,0.55,0.3,0.15,0.45,0.35,0.2
660825,Eduard Bazardo,2025,136,Seattle Mariners,Relief,78.66666666666667,2.516949152542373,1.0169491525423728,9.38135593220339,73,0,0,12,79.19705246089813,77.42253830007206,55.30119953750129,73.79680191992965,29.48717948717949,109,Arizona Diamondbacks,AZ,National League,National League West,37.970616206134125,Low Need,59.71737612820448,Moderate Need,40.763650134179,Low Need,Bullpen,,59.71737612820448,Moderate Need,62.92653081749958,Strong Fit,Role: Relief; ERA: 2.52; WHIP: 1.017; K/9: 9.38; performance score: 73.8; role-aligned team need: 59.7; workload score: 29.5.,25,0.55,0.3,0.15,0.45,0.35,0.2
