player_id,player_name,season,player_source_team_id,player_source_team_name,player_position_code,player_position_name,position_group,player_plate_appearances,player_batting_average,player_on_base_percentage,player_slugging_percentage,player_ops,player_home_runs,player_runs_batted_in,player_performance_score,playing_time_score,target_team_id,target_team_name,target_team_abbreviation,target_league_name,target_division_name,target_offensive_need_score,target_offensive_need_level,target_overall_need_score,target_overall_need_level,target_primary_need,target_position_need_score,target_position_need_level,player_on_target_team,roster_fit_score,fit_tier,position_alignment_status,fit_explanation,minimum_candidate_plate_appearances,player_performance_weight,team_offensive_need_weight,position_need_weight,playing_time_weight
592450,Aaron Judge,2025,147,New York Yankees,9,Outfielder,,679,0.3308687615526802,0.4565537555228277,0.6876155268022182,1.1441692823250458,53,114,100.0,91.61392405063292,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,50.0,Neutral / Unmapped Position,,72.00176142380138,Strong Fit,Neutral - Unmapped Position,Player OPS: 1.144; performance score: 100.0; target offensive need: 31.4; target position need: 50.0; playing-time score: 91.6.,100,0.45,0.25,0.2,0.1
656941,Kyle Schwarber,2025,143,Philadelphia Phillies,10,Designated Hitter,Designated Hitter,724,0.2400662251655629,0.3646408839779005,0.5629139072847682,0.9275547912626688,56,132,73.26483739031453,98.73417721518987,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,50.22469345011058,Moderate Need,,60.72790225592073,Strong Fit,Mapped,Player OPS: 0.928; performance score: 73.3; target offensive need: 31.4; target position need: 50.2; playing-time score: 98.7.,100,0.45,0.25,0.2,0.1
679529,Spencer Torkelson,2025,116,Detroit Tigers,3,First Base,First Base,649,0.2397868561278863,0.3328197226502311,0.4564831261101243,0.7893028487603555,31,78,56.20139834809521,86.86708860759494,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,93.85638197205007,High Need,,60.58898353055044,Strong Fit,Mapped,Player OPS: 0.789; performance score: 56.2; target offensive need: 31.4; target position need: 93.9; playing-time score: 86.9.,100,0.45,0.25,0.2,0.1
543807,George Springer,2025,141,Toronto Blue Jays,10,Designated Hitter,Designated Hitter,586,0.3092369477911647,0.3989637305699481,0.5602409638554217,0.9592046944253698,32,84,77.1711564158129,76.89873417721519,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,50.22469345011058,Moderate Need,,60.30220151359753,Strong Fit,Mapped,Player OPS: 0.959; performance score: 77.2; target offensive need: 31.4; target position need: 50.2; playing-time score: 76.9.,100,0.45,0.25,0.2,0.1
665742,Juan Soto,2025,121,New York Mets,9,Outfielder,,715,0.2634315424610052,0.3955119214586255,0.5251299826689775,0.920641904127603,43,105,72.41162964436938,97.31012658227847,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,50.0,Neutral / Unmapped Position,,60.15661501693216,Strong Fit,Neutral - Unmapped Position,Player OPS: 0.921; performance score: 72.4; target offensive need: 31.4; target position need: 50.0; playing-time score: 97.3.,100,0.45,0.25,0.2,0.1
608070,José Ramírez,2025,114,Cleveland Guardians,5,Third Base,Third Base,673,0.2833052276559865,0.3601190476190476,0.5025295109612141,0.8626485585802617,30,85,65.25392973295683,90.66455696202532,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,67.03124711559947,Moderate Need,,59.67734251789109,Strong Fit,Mapped,Player OPS: 0.863; performance score: 65.3; target offensive need: 31.4; target position need: 67.0; playing-time score: 90.7.,100,0.45,0.25,0.2,0.1
656811,Ryan O'Hearn,2025,135,San Diego Padres,3,First Base,First Base,544,0.2805907172995781,0.3658088235294117,0.4367088607594936,0.8025176842889055,17,63,57.832410082274585,70.25316455696202,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,93.85638197205007,High Need,,59.66154640586787,Strong Fit,Mapped,Player OPS: 0.803; performance score: 57.8; target offensive need: 31.4; target position need: 93.9; playing-time score: 70.3.,100,0.45,0.25,0.2,0.1
676475,Alec Burleson,2025,138,St. Louis Cardinals,3,First Base,First Base,546,0.289738430583501,0.3425414364640884,0.4587525150905432,0.8012939515546317,18,69,57.681373586603655,70.56962025316456,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,93.85638197205007,High Need,,59.625225552436206,Strong Fit,Mapped,Player OPS: 0.801; performance score: 57.7; target offensive need: 31.4; target position need: 93.9; playing-time score: 70.6.,100,0.45,0.25,0.2,0.1
575929,Willson Contreras,2025,138,St. Louis Cardinals,3,First Base,First Base,563,0.2571428571428571,0.3440285204991087,0.446938775510204,0.7909672960093128,20,80,56.40682905422143,73.25949367088607,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,93.85638197205007,High Need,,59.320667854636355,Strong Fit,Mapped,Player OPS: 0.791; performance score: 56.4; target offensive need: 31.4; target position need: 93.9; playing-time score: 73.3.,100,0.45,0.25,0.2,0.1
691406,Junior Caminero,2025,139,Tampa Bay Rays,5,Third Base,Third Base,653,0.2641196013289036,0.3108728943338438,0.5348837209302325,0.8457566152640763,45,110,63.169079134380034,87.5,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,67.03124711559947,Moderate Need,,58.422704052328996,Strong Fit,Mapped,Player OPS: 0.846; performance score: 63.2; target offensive need: 31.4; target position need: 67.0; playing-time score: 87.5.,100,0.45,0.25,0.2,0.1
663853,Romy Gonzalez,2025,111,Boston Red Sox,3,First Base,First Base,341,0.3047619047619048,0.3431085043988269,0.4825396825396825,0.8256481869385095,9,53,60.687241015089924,38.13291139240506,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,93.85638197205007,High Need,,57.734195009179075,Strong Fit,Mapped,Player OPS: 0.826; performance score: 60.7; target offensive need: 31.4; target position need: 93.9; playing-time score: 38.1.,100,0.45,0.25,0.2,0.1
553993,Eugenio Suárez,2025,136,Seattle Mariners,5,Third Base,Third Base,657,0.227891156462585,0.2983257229832572,0.5255102040816326,0.8238359270648898,49,118,60.46356686395349,88.13291139240506,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,67.03124711559947,Moderate Need,,57.268514669877554,Strong Fit,Mapped,Player OPS: 0.824; performance score: 60.5; target offensive need: 31.4; target position need: 67.0; playing-time score: 88.1.,100,0.45,0.25,0.2,0.1
650333,Luis Arraez,2025,135,San Diego Padres,3,First Base,First Base,675,0.2919354838709677,0.3273001508295626,0.3919354838709677,0.7192356347005303,8,61,47.553508023169364,90.98101265822784,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,93.85638197205007,High Need,,57.1088252893971,Strong Fit,Mapped,Player OPS: 0.719; performance score: 47.6; target offensive need: 31.4; target position need: 93.9; playing-time score: 91.0.,100,0.45,0.25,0.2,0.1
669257,Will Smith,2025,119,Los Angeles Dodgers,2,Catcher,Catcher,436,0.2955801104972376,0.4036697247706422,0.4972375690607735,0.9009072938314158,17,61,69.97592918536635,53.16455696202531,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,61.68203280362639,Moderate Need,,56.982399409080756,Strong Fit,Mapped,Player OPS: 0.901; performance score: 70.0; target offensive need: 31.4; target position need: 61.7; playing-time score: 53.2.,100,0.45,0.25,0.2,0.1
687462,Spencer Horwitz,2025,134,Pittsburgh Pirates,3,First Base,First Base,411,0.2719780219780219,0.3527980535279805,0.4340659340659341,0.7868639875939146,11,51,55.9003873236367,49.208860759493675,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,93.85638197205007,High Need,,56.687705784733986,Strong Fit,Mapped,Player OPS: 0.787; performance score: 55.9; target offensive need: 31.4; target position need: 93.9; playing-time score: 49.2.,100,0.45,0.25,0.2,0.1
694384,Nolan Schanuel,2025,108,Los Angeles Angels,3,First Base,First Base,564,0.2643442622950819,0.3529411764705882,0.3893442622950819,0.7422854387656702,12,53,50.39837891237248,73.41772151898735,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,93.85638197205007,High Need,,56.63268807561445,Strong Fit,Mapped,Player OPS: 0.742; performance score: 50.4; target offensive need: 31.4; target position need: 93.9; playing-time score: 73.4.,100,0.45,0.25,0.2,0.1
646240,Rafael Devers,2025,137,San Francisco Giants,10,Designated Hitter,Designated Hitter,729,0.2520593080724876,0.3717421124828532,0.4794069192751236,0.8511490317579768,35,109,63.83462616734408,99.5253164556962,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,50.22469345011058,Moderate Need,,56.563421129634655,Strong Fit,Mapped,Player OPS: 0.851; performance score: 63.8; target offensive need: 31.4; target position need: 50.2; playing-time score: 99.5.,100,0.45,0.25,0.2,0.1
572233,Christian Walker,2025,117,Houston Astros,3,First Base,First Base,640,0.2376068376068376,0.296875,0.4205128205128205,0.7173878205128206,27,88,47.32544565975768,85.44303797468355,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,93.85638197205007,High Need,,56.45239975750742,Strong Fit,Mapped,Player OPS: 0.717; performance score: 47.3; target offensive need: 31.4; target position need: 93.9; playing-time score: 85.4.,100,0.45,0.25,0.2,0.1
660670,Ronald Acuña Jr.,2025,144,Atlanta Braves,9,Outfielder,,412,0.2899408284023668,0.4174757281553398,0.5177514792899408,0.9352272074452804,21,42,74.21178832256881,49.36708860759494,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,50.0,Neutral / Unmapped Position,,56.172382624653544,Strong Fit,Neutral - Unmapped Position,Player OPS: 0.935; performance score: 74.2; target offensive need: 31.4; target position need: 50.0; playing-time score: 49.4.,100,0.45,0.25,0.2,0.1
669127,Shea Langeliers,2025,133,Athletics,2,Catcher,Catcher,523,0.2765072765072765,0.3250478011472275,0.5363825363825364,0.861430337529764,31,72,65.10357350461835,66.93037974683544,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,61.68203280362639,Moderate Need,,56.16642163122518,Strong Fit,Mapped,Player OPS: 0.861; performance score: 65.1; target offensive need: 31.4; target position need: 61.7; playing-time score: 66.9.,100,0.45,0.25,0.2,0.1
672580,Maikel Garcia,2025,118,Kansas City Royals,5,Third Base,Third Base,666,0.2857142857142857,0.3514328808446455,0.4487394957983193,0.8001723766429649,16,74,57.54294569336673,89.55696202531645,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,67.03124711559947,Moderate Need,,56.09664020640466,Strong Fit,Mapped,Player OPS: 0.8; performance score: 57.5; target offensive need: 31.4; target position need: 67.0; playing-time score: 89.6.,100,0.45,0.25,0.2,0.1
696100,Hunter Goodman,2025,115,Colorado Rockies,2,Catcher,Catcher,579,0.2777777777777778,0.3229706390328152,0.5203703703703704,0.8433410094031856,31,91,62.87093834437524,75.79113924050634,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,61.68203280362639,Moderate Need,,56.047811758482865,Strong Fit,Mapped,Player OPS: 0.843; performance score: 62.9; target offensive need: 31.4; target position need: 61.7; playing-time score: 75.8.,100,0.45,0.25,0.2,0.1
592518,Manny Machado,2025,135,San Diego Padres,5,Third Base,Third Base,678,0.2747967479674796,0.3348082595870206,0.4601626016260162,0.7949708612130368,27,95,56.90096020036538,91.45569620253164,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,67.03124711559947,Moderate Need,,55.997620152275566,Strong Fit,Mapped,Player OPS: 0.795; performance score: 56.9; target offensive need: 31.4; target position need: 67.0; playing-time score: 91.5.,100,0.45,0.25,0.2,0.1
668715,Spencer Steer,2025,113,Cincinnati Reds,3,First Base,First Base,568,0.2377210216110019,0.3121693121693121,0.4106090373280943,0.7227783494974065,21,75,47.99075973107541,74.0506329113924,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,93.85638197205007,High Need,,55.61255058327128,Strong Fit,Mapped,Player OPS: 0.723; performance score: 48.0; target offensive need: 31.4; target position need: 93.9; playing-time score: 74.1.,100,0.45,0.25,0.2,0.1
669065,Kyle Stowers,2025,146,Miami Marlins,7,Outfielder,,457,0.2882205513784461,0.3684210526315789,0.543859649122807,0.912280701754386,25,73,71.37966680585332,56.4873417721519,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,50.0,Neutral / Unmapped Position,,55.60995325858727,Strong Fit,Neutral - Unmapped Position,Player OPS: 0.912; performance score: 71.4; target offensive need: 31.4; target position need: 50.0; playing-time score: 56.5.,100,0.45,0.25,0.2,0.1
502671,Paul Goldschmidt,2025,147,New York Yankees,3,First Base,First Base,534,0.2740286298568507,0.327683615819209,0.4028629856850715,0.7305466015042805,10,45,48.94953898715475,68.67088607594937,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,93.85638197205007,High Need,,55.50602656496268,Strong Fit,Mapped,Player OPS: 0.731; performance score: 48.9; target offensive need: 31.4; target position need: 93.9; playing-time score: 68.7.,100,0.45,0.25,0.2,0.1
650490,Yandy Díaz,2025,139,Tampa Bay Rays,10,Designated Hitter,Designated Hitter,651,0.3001715265866209,0.3655913978494624,0.4819897084048027,0.8475811062542651,25,83,63.394262883922245,87.18354430379746,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,50.22469345011058,Moderate Need,,55.13108043690496,Strong Fit,Mapped,Player OPS: 0.848; performance score: 63.4; target offensive need: 31.4; target position need: 50.2; playing-time score: 87.2.,100,0.45,0.25,0.2,0.1
621439,Byron Buxton,2025,142,Minnesota Twins,8,Outfielder,,542,0.2643442622950819,0.3265682656826568,0.5512295081967213,0.8777977738793782,35,83,67.12368799541022,69.9367088607595,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,50.0,Neutral / Unmapped Position,,55.03969950274863,Strong Fit,Neutral - Unmapped Position,Player OPS: 0.878; performance score: 67.1; target offensive need: 31.4; target position need: 50.0; playing-time score: 69.9.,100,0.45,0.25,0.2,0.1
519317,Giancarlo Stanton,2025,147,New York Yankees,10,Designated Hitter,Designated Hitter,281,0.2730923694779116,0.35,0.5943775100401606,0.9443775100401606,24,66,75.3411441039025,28.639240506329116,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,50.22469345011058,Moderate Need,,54.652746606149236,Strong Fit,Mapped,Player OPS: 0.944; performance score: 75.3; target offensive need: 31.4; target position need: 50.2; playing-time score: 28.6.,100,0.45,0.25,0.2,0.1
608324,Alex Bregman,2025,111,Boston Red Sox,5,Third Base,Third Base,495,0.2725173210161662,0.3595959595959596,0.4618937644341801,0.8214897240301398,18,62,60.173991963669835,62.5,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,67.03124711559947,Moderate Need,,54.57491482550941,Strong Fit,Mapped,Player OPS: 0.821; performance score: 60.2; target offensive need: 31.4; target position need: 67.0; playing-time score: 62.5.,100,0.45,0.25,0.2,0.1
695578,James Wood,2025,120,Washington Nationals,7,Outfielder,,689,0.2558528428093645,0.3497822931785196,0.4749163879598662,0.8246986811383858,31,94,60.57005036989973,93.19620253164557,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,50.0,Neutral / Unmapped Position,,54.41651193835752,Strong Fit,Neutral - Unmapped Position,Player OPS: 0.825; performance score: 60.6; target offensive need: 31.4; target position need: 50.0; playing-time score: 93.2.,100,0.45,0.25,0.2,0.1
663993,Nathaniel Lowe,2025,111,Boston Red Sox,3,First Base,First Base,609,0.2277777777777777,0.3070607553366174,0.3814814814814815,0.6885422368180989,18,84,43.765243538157236,80.5379746835443,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,93.85638197205007,High Need,,54.35980247367329,Strong Fit,Mapped,Player OPS: 0.689; performance score: 43.8; target offensive need: 31.4; target position need: 93.9; playing-time score: 80.5.,100,0.45,0.25,0.2,0.1
571970,Max Muncy,2025,119,Los Angeles Dodgers,5,Third Base,Third Base,388,0.242811501597444,0.3762886597938144,0.4696485623003195,0.8459372220941339,19,67,63.19137013137811,45.56962025316456,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,67.03124711559947,Moderate Need,,54.239697026294586,Strong Fit,Mapped,Player OPS: 0.846; performance score: 63.2; target offensive need: 31.4; target position need: 67.0; playing-time score: 45.6.,100,0.45,0.25,0.2,0.1
667670,Brent Rooker,2025,133,Athletics,10,Designated Hitter,Designated Hitter,699,0.2619808306709265,0.335243553008596,0.4792332268370607,0.8144767798456567,30,89,59.30843489855727,94.77848101265823,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,50.22469345011058,Moderate Need,,54.051951514376796,Strong Fit,Mapped,Player OPS: 0.814; performance score: 59.3; target offensive need: 31.4; target position need: 50.2; playing-time score: 94.8.,100,0.45,0.25,0.2,0.1
663656,Kyle Tucker,2025,112,Chicago Cubs,9,Outfielder,,597,0.266,0.3771043771043771,0.464,0.8411043771043771,22,73,62.59488696889501,78.63924050632912,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,50.0,Neutral / Unmapped Position,,53.87199220537375,Strong Fit,Neutral - Unmapped Position,Player OPS: 0.841; performance score: 62.6; target offensive need: 31.4; target position need: 50.0; playing-time score: 78.6.,100,0.45,0.25,0.2,0.1
665487,Fernando Tatis Jr.,2025,135,San Diego Padres,9,Outfielder,,691,0.2676767676767677,0.3675832127351664,0.4461279461279461,0.8137111588631125,25,71,59.213939828696915,93.5126582278481,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,50.0,Neutral / Unmapped Position,,53.83790776443651,Strong Fit,Neutral - Unmapped Position,Player OPS: 0.814; performance score: 59.2; target offensive need: 31.4; target position need: 50.0; playing-time score: 93.5.,100,0.45,0.25,0.2,0.1
683734,Andrew Vaughn,2025,158,Milwaukee Brewers,3,First Base,First Base,447,0.2536945812807882,0.3071748878923767,0.4113300492610837,0.7185049371534604,14,65,47.46332330079183,54.90506329113924,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,93.85638197205007,High Need,,53.46064722761835,Strong Fit,Mapped,Player OPS: 0.719; performance score: 47.5; target offensive need: 31.4; target position need: 93.9; playing-time score: 54.9.,100,0.45,0.25,0.2,0.1
641355,Cody Bellinger,2025,147,New York Yankees,7,Outfielder,,656,0.272108843537415,0.3338414634146341,0.4795918367346938,0.813433300149328,29,98,59.17964573387845,87.9746835443038,109,Arizona Diamondbacks,AZ,National League,National League West,31.361476074952343,Low Need,40.763650134179,Low Need,Bullpen,50.0,Neutral / Unmapped Position,,53.26867795341377,Strong Fit,Neutral - Unmapped Position,Player OPS: 0.813; performance score: 59.2; target offensive need: 31.4; target position need: 50.0; playing-time score: 88.0.,100,0.45,0.25,0.2,0.1
